,Sample ID,Naphthalene Results,Acenaphthylene Results,Fluorene Results,Phenanthrene Results,Anthracene Results,Fluoranthene Results,Pyrene Results,"Cyclopenta[c,d]pyrene Results",Benzo[a]anthracene Results,Chrysene Results,Benzofluoranthenes Results,Benzo[a]pyrene Results,"Indeno[1,2,3-cd]pyrene Results","Benzo[g,h,i]perylene Results",Coronene Results,Dibenzopyrenes Results
5,EEF-213,0.237210081489883,1.13784020344637,0.330031182003671,1.01821626740944,0.838919356828187,1.41989621663363,1.27221009100921,7.94630454410915,3.61865779660564,4.89733605831936,26.5503065144755,13.3400557667899,11.6834172638527,16.5796380828863,1.85947419273463,8.756447845636245
6,EEF-214,1.54227163666327,2.39452001498232,1.06547689914201,19.6583456112679,7.95293424651396,242.827271717755,273.403496456681,614.530101393747,142.973993073527,160.472125719766,323.004061660193,173.661962121498,131.986117099509,141.350610382462,17.607974730231,78.47356760395978
7,EEF-215,1.18716877980532,2.37334067448718,1.31090798144843,42.0182850098319,15.7789428474856,406.338167180476,445.933906412555,896.430074136679,205.609890538072,232.069050369362,472.758685390909,256.995543858717,187.980232640287,198.801046154143,21.6439706207094,103.41878184085638
8,EEF-216,1.38128357207787,2.78162726512924,1.55013302877969,52.4609174385977,19.3750895303088,499.601077441851,550.761300738909,1116.87056443702,251.716666582399,274.789249017331,562.409333132809,295.733304935464,227.086545761098,246.818653500417,27.6599847053309,115.65268425332224
9,LB-HL4-01,0.227957486475783,1.13615507104324,0.299182052809551,0.165374792184328,0.668484848391397,1.0874829519169,0.916279307623039,10.1736887181329,3.91986207080318,6.04772380171255,50.5093495064846,29.3254317366197,26.3096493508029,37.4684420949124,3.2634898718911,10.78724147591271
10,LB-HL4-10,0.19887866535695,1.11834579341377,0.321716106484161,0.149325026300118,0.659713830801561,0.966789405011649,0.772743355596033,8.97059693358251,3.51348090242148,5.42954633188368,40.6159420800073,26.0039703139745,18.7571545731985,30.8805564974964,2.43016741729138,8.737101240787878
