,Sample ID,Naphthalene Results,Acenaphthylene Results,Fluorene Results,Phenanthrene Results,Anthracene Results,Fluoranthene Results,Pyrene Results,"Cyclopenta[c,d]pyrene Results",Benzo[a]anthracene Results,Chrysene Results,Benzofluoranthenes Results,Benzo[a]pyrene Results,"Indeno[1,2,3-cd]pyrene Results","Benzo[g,h,i]perylene Results",Coronene Results,Dibenzopyrenes Results
1,EEF-199,0.567971435764748,1.12097295481186,0.399001667325603,2.52479721801588,0.880839448353993,4.75918124181382,9.677513320647,1.53944111246373,0.55791734654939,0.685551921356029,1.55297255392254,0.707577624934162,0.39187609549789,0.300763670012092,0.036522107583104,1.4770917571192779
2,EEF-200,0.381711951865468,1.12435108225206,0.387552405660248,2.23049617864343,0.897658055010365,3.59245122165967,8.39642854120172,1.43184448059561,0.495245526214417,0.480905823312976,1.43741181787653,0.656398589847745,0.335601401085152,0.277260095932358,0.0177414636019517,1.2724851086542972
3,EEF-201,0.398641831097147,1.09776751671,0.362039923967665,2.00533277966347,0.945373330864883,4.39975981925042,8.30008082928903,1.4206001681998,0.385514247027849,0.545521762047807,1.40049048992501,0.616310063854023,0.312906059276424,0.24858548679604,0.0268846002346579,1.146916591946324
